text,lang
"RT @aaronbronsteter: President Trump will host a conference call with the heads of most major sports leagues/entities today, which includes…",en
No sports moment topped this for me. https://t.co/uQhU5fCIKI,en
RT @CBSSports: A message from your friends at CBS Sports https://t.co/PIyvhcStdz,en
"RT @Naperville_Sun: ‘I am still hopeful’: Yale recruit Matthew Appel eyes state titles in the discus and shot put for Neuqua Valley, via Ke…",en
RT @CBSSports: A message from your friends at CBS Sports https://t.co/PIyvhcStdz,en
RT @CBSSports: A message from your friends at CBS Sports https://t.co/PIyvhcStdz,en
"RT @FOXSportsPR: It’s time to rally.
 
Here’s the game plan: be a team player and do your part. Wash your hands, stay home and stay safe.…",en
President Trump to have conference call with major sports commissioners https://t.co/ptx34P93tu https://t.co/NK5iyqsabV,en
President Trump Plans Conference Call With All Sports Commissioners https://t.co/GtK772W3iL via @fishsports,en
"RT @BreitbartNews: The Patriots team plane is being used to transport 1.2 million N95 masks from China, to the United States. https://t.co/…",en
RT @CBSSports: A message from your friends at CBS Sports https://t.co/PIyvhcStdz,en
RT @UNIMensRugby: Check out @UNIMensRugby and @Hou_Sabercats Paul Emerick on the Moonlight Graham sports podcast this season! #BornInTheWoo…,en
RT @MMcCarthyREV: Good news. MLB and NHL Networks will pay their freelancers through April 2020 at least. The two sports networks had previ…,en
"RT @WarriorNationCP: President Donald Trump is meeting with all major-league sports commissioners on Saturday. #NFL
https://t.co/Q5lrdcsC6h",en
"@Slindelo_M Sli, you're  posing like you're about to take an indirect free-kick...are you giving us today's sports update?",en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
"RT @espn: We miss sports. 

So we improvised 😂 https://t.co/I8wjJFhBKF",en
@robwoollard_afp @_PaulHayward @GlennMoore7 It’s funny watching sports people figure out how private equity works.… https://t.co/pnYMoIGFLy,en
"RT @EHSBoysXC: EMHS GIRLS TRACK AND FIELD PICTURE OF THE DAY:
Brandi and McKenna warming up for a race at ECHS. https://t.co/1mvzGU51cR",en
RT @TomLoy247: CBS Sports Draft Insider Josh Edwards (@EdwardsCBS) shares some thoughts on a few #NotreDame players ahead of this month’s N…,en
WATCH: Fans and Football – Georgia vs. Auburn 2019 | Bulldawg Illustrated https://t.co/Qyw04IvFnp https://t.co/46gVyZx3QT,en
"RT @vaam_official: ＼フォロー＆リツイートで当たる／
[1]@vaam_officialをフォロー
[2]この投稿をリツイート
[3]豪華賞品が当たるチャンス！
#vaam #ヴァーム #スーパーヴァーム #ヴァームダイエット #NintendoSwitch…",ja
RT @CoruscaKhaya: Biggest cheat in sports?,en
"RT @wbrayhs: Texans Top South Texas Basketball https://t.co/vvWKP6DZBA
Congratulations, Jalen &amp; Ryan!
#TEXANPRIDE https://t.co/6WDcH6Gt1T",en
"RT @THEBLACKLABEL_: ‘I AM SOMI’ EP.02 DRIVING MY DREAM CAR! ★드디어 드림카 영접하는 날★

https://t.co/TEr5BKOtDM

DOES SOMI PASS HER DRIVING TEST ON T…",ko
"Why? He probably wants to bribe his way into owning some sort of team, franchise or a full organization by pretendi… https://t.co/jK6poJIRtM",en
"RT @SonySportsIndia: 🥁🥁 Day 2️⃣ answers are out...

How many ✅ did you get?

#SonySports #Quiz #Friday #Friyay #Sports #Trivia #QuarantineA…",en
"Haven’t seen live sports in over 3 weeks haven’t seen my GF in over 3 weeks, Roulette hates the number 24, it’s rou… https://t.co/jJc6JqryVM",en
RT @BCH_HOCKEY: @BostonHeraldHS @HNIBonline @MassHSHockey @MyHockeyLive @sports_ledger @BConn63 @IMHockeyskills @NZPrepHockey @nhl_nz @Coac…,und
"RT @Wangchuk66: If New Delhi is a symbol of development, then Ladakh doesn’t need it!!! 
Air you can't breath, water you can't touch and ne…",en
UVA’s Jocelyn Willoughby Honorable Mention for WBCA All-America Team https://t.co/Uga8IgCRtI,en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
"@vikrantgupta73 Congratulations DDCA:

DDCA is the only Sports Body to pay salary to its employees during the lock… https://t.co/L9KM6WcxOY",en
RT @FirstpostSports: Former world champion @vishy64theking and five other leading Indian players will compete in an online chess exhibition…,en
"RT @PatsNationCP: President Donald Trump is meeting with all major-league sports commissioners on Saturday. #NFL
https://t.co/zKV8DfEGyd",en
"Mais um dia de quarentena e vemos o resultado do @gcasagrande83 de tanto ver reprise da #formulae no FOX Sports, pr… https://t.co/L9IANAtzGN",pt
RT @AnaPaulaSaenzf: 🖤😉 #sports #oufit https://t.co/1wsS40qLye,und
"Meet today’s spring sports seniors feature from girls lacrosse, Grace Belden, who has learned how teamwork makes th… https://t.co/wDilqJ9pHM",en
"RT @EHSBoysXC: EMHS BOYS TRACK AND FIELD HISTORY
1983 State Meet:
Kelvin Walker LJ 1st place 25’ 5.25” (State Meet Record)
Brett Beaver
Bri…",en
RT @OmarKelly: I’m told NFL players are being told  the offseason programs won’t happen and that players are to stay in the best shape they…,en
아세나 스포츠 https://t.co/z2Qxpwlbw1  ❤️고고에이전시만의  #^  ASENA sports GOGO!! https://t.co/qIqaz4u06U,ko
@Ccon8181 We are all a different kind of crazy...getting our sports fixes and even betting on them...LMAO. #LoveIt 😎🇺🇸,en
RT @BreitbartNews: Women are leading the charge to put laws in place to protect female athletes from competing against biological male “tra…,en
"RT @usatodaysports: New York Rangers prospect K'Andre Miller was the target of racial slurs during a video chat with fans that was ""hijacke…",en
RT @manacheerleader: RT if you think more sports should have dancers and cheerleaders at half time! &lt;3 https://t.co/pzn48jTXCd,en
@tomfarrimond I've told all lads were training at sports village so I can save travelling and petrol money bud,en
Bring my sports back 😭😭😭😭 https://t.co/WATDX446hT,en
"RT @NilimDutta: Modi held a meeting with 40 top sports person to discuss the situation of the #COVID19 pandemic? 🤣🤣🤣

They are the epidemio…",en
RT @uticaadmissions: Athletics - Utica College has 26 Division III Varsity Sports and 30 Intramural sports. 30% of UC Students are Student…,en
@jemelehill @Danawhite6969 is his guy to and he is still trying to put on fights and he is on sports conference… https://t.co/KiKvhBKw5X,en
@legsidelizzy @DavidMcNally13 @henrywinter An owner who owns other sports club so will likely be losing money durin… https://t.co/yEtDytVmlf,en
"RT @TheBusbyBabe: ""WhY iS tHiS oN a MaNcHeStEr UnItEd WeBsItE?"" SHUT UP LOSER. Top Chef is sports. If you don’t agree, we will fight you (l…",en
"RT @EHSBoysXC: EMHS BOYS TRACK AND FIELD PICTURE OF THE DAY:
Paul Fearnow holds the EMHS discus record at 184’ 10”! https://t.co/DFZuDoGitb",en
"While I think most of the schemes for getting sports back on the field in 2020 are unworkable, I do think there's a… https://t.co/RekM2D92sC",en
"RT @bethereumteam: Esports are already online (obviously), but the pandemic is still creating huge challenges. https://t.co/RbUcIf0itB by @…",en
"RT @Retlouping: Today’s obvious but not so obvious question:

Are all PTs , Chiros, Osteo, Sports therapist (UK), currently using electroni…",en
"#Sports More could be added to the mix, but the Bulls, sources say, will not pursue Toronto president of bas… https://t.co/gnj3eCBZyp",en
"@MorganLorenz3 @AdamSchefter @WhiteHouse WTF are you talking about?

We're in the middle of a plague, and instead… https://t.co/VcVaSufhSX",en
RT @tospo_prores: 志村けんさん　たけしと交わした熱いお笑い論 https://t.co/K528AmGYCF,ja
"RT @Trey_VonDinkis: .
♂️♀️ GENDER AGENDA

 - MORE &amp; MORE FEMALE ATHLETES STANDING AGAINST TRANS in SPORTS

Female Athletes say Competing ag…",en
"@AdamSchefter So, he'll talk them into restarting sports sooner than it should and how many athletes will get sick… https://t.co/xtKQmYmghc",en
@TheClapperton EA sports the only company I know that star with a good product &amp; slowly destroy it as the year prog… https://t.co/CyDURAXEtM,en
RT @poutyohans: yohan said he did taekwondo “to a certain extent” but he actually won 1st place twice at the national youth sports festival…,en
"RT @GCC_Wolverines: Also, good ""ink"" earlier this week for @GCC_BSB senior pitcher Austin Wacker in @Clink_Sports:

https://t.co/S3bNPgeMoW…",en
"Have faith and stay positive. It will pass. Sports, orchestra, choir and other activities will wait. For now, it's… https://t.co/xdSjge7Q0H",en
"RT @JamesFox917: When sports finally return, GarPax will be gone, the #WhiteSox will be good and Mitch Trubisky won’t be the #Bears startin…",en
@RoxroyJ @Matt_Barnes22 @DaTrillStak5 Hardest sports podcast 💯,en
"RT @DKNatn: If you've been interested in eNASCAR iRacing DFS but haven't understood how it works on @DraftKings, @its_ameericle lays out th…",en
"RT @astralstardrops: @judgment_art my mother runs a mixed martial arts gym. Sports bra and shorts at the very least, but most of the women…",en
Dabo is the Joel Osteen of the sports world https://t.co/LjnqbLjhD1,en
Ossining girls may not have won this year’s championship but school has reason to celebrate as alum Obi Toppin wins… https://t.co/U3WHx9k5wn,en
RT @SurgereInc: Hungry for sports? We have the answer... watch #INDYCARChallenge @iRacing live on @NBCSports today at 2:30 p.m. ET! Catch S…,en
"@snowball1926 Exposing the corruption, while the average American is paying Attention! Few distractions, sports, so… https://t.co/1LyiJem2p3",en
"Liverpool furlough non-playing staff amid COVID-19 pandemic 

#SoccerNews #soccer #sports  
https://t.co/kcAnrTK3eC",en
"Canada TRV - For Sports and Athlete:
Subsection 88(1) of the Immigration and Refugee Protection Regulations (IRPR)… https://t.co/bU4Hc6oYYj",en
The once and future Oilers: how the Bakersfield Condors shape up for 2020-21 https://t.co/6OROOko89S,en
"@ColoradoDavidSu Do the major league sports business want money from taxpayers?  I hope not, we can't afford them.",en
"RT @marcushjohnson: Starting to think we legit might be inside the house until like October. No sports, no school, no restaurants. I hate T…",en
"RT @le_Parisien: Coronavirus : «L’Afrique n’est pas un laboratoire», s’insurge Didier Drogba après la polémique sur LCI https://t.co/SixjfN…",fr
"RT @mitchokonta: Nigerian Club edition of pay cuts because of the Coronavirus pandemic ..

The letter was signed by a former Chairman, Hous…",en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
RT @mgrant76308: Women are leading the charge to put laws in place to protect female athletes from competing against biological male “trans…,en
"RT @SeaTimesSports: Did you miss our live chat with @bcondotta, @stonelarry, @ryandivish, @matt_calkins and @mikevorel? Catch the replay he…",en
RT @CBSSports: A message from your friends at CBS Sports https://t.co/PIyvhcStdz,en
"1.  Having newscasts with Phil""s ridiculous and sometimes controversial banter after sports (Don Cherry)
2. Subtle… https://t.co/1DqwuP8XZZ",en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
Sounds like a big day for the sports world.. https://t.co/mP7lVHkEb2,en
Maybe I can get used to this and not be a sports fan anymore https://t.co/pOFRrZVkK9,en
RT @Cuntosaur: Please bring back sports so men can stop trying to be entertaining. I’m begging.,en
RT @republic: KL Rahul urges citizens to 'light up' on Sunday &amp; 'throw virus off our pitch' https://t.co/OkFaefSTrl,en
"RT @HMeemaw: I see worldometer now indicates how many tests each country has done. The U.S. population is 331,000,000 people and has done 1…",en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
"RT @startelegram: Southlake Carroll receiver, featured on SportsCenter’s top 10, commits to Minnesota https://t.co/ubFxKjIt29",en
"RT @akfytwrestling: Brock didn’t show up much to #Raw in 2019? World is fine. 

Brock shows up to every Raw in 2020? PANDEMIC. 

Coincidenc…",en
RT @Krisplashed: I spent Thursday driving to many of New York City’s iconic basketball courts: The rims have come down and barricades have…,en
RT @blakesmustache: Check out the replies to tweet below. Many accounts that don’t follow me flocked in to say “lmao yes.” This is a variet…,en
"RT @shuhey_9: https://t.co/xpcUN88mnJ

反響すごい！！！
太志も素敵やわ😆
マイケル、、、🤔🤔🤔
@futo_shi_2 
@g_leitch",ja
If they cancel the NBA season they better cancel all other non factors sports boy I’m 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🤬🤬🤬🤬🤬🤬🤬,en
"RT @Stephen_Lucas8: . @realDonaldTrump will hold a phone meeting today will all commissioners. 

Are we getting good or bad news?😅
https://…",en
"RT @KaiKentOfficial: 【明日はスカパー!無料の日】
明日朝9時〜EXスポーツ&amp;バラエティ609chで甲斐犬人～遮二無二ＧＯ！～#9［和歌山一人旅シリーズpart1］サゴジョブ前編が初回放送されます!
是非ご覧下さいね〜😀
https://t.co/WlCLK…",ja
"RT @JeffGSpursZone: Welp, Spurs fans..... and then there's this.....😬😬😬😬👇👇

REPORT: NBA 'angling' to cancel 2019-20 season https://t.co/TKi…",en
@Leemarhaspoken @godkeye I was so skinny back then if I ran too fast back then my games pants would be falling off.… https://t.co/p2r499WkRE,en
RT @J4Javan_17: Y'all remember infant/primary school when they used to give Milo at sports ?? Why the hell did they do that shit ?? 😂,en
"RT @mydogisadem: Why?
He should get on damn phone with everyone who can help make healthcare workers safe with PPE and everything that is n…",en
"@AraniBasuTOI Congratulations DDCA:

DDCA is the only Sports Body to pay salary to its employees during the lock do… https://t.co/Po5uIwwI9I",en
RDX Sports: 5% Promo Code #voucher #promotion https://t.co/s1jMIDhNN3,en
"Can we still have sports as long as every player, coach, ref, and camera operator are tested consistently, and they… https://t.co/X1qVIkwaaZ",en
"Just saw 8 white tailed deer running through the forest. And the entire time, heard those sports car idiots revving… https://t.co/YOXBaGrnRH",en
"RT @GlobalSportASU: ""That message is really resonating in the sense that people in the United Kingdom are saying we love sport, sport is po…",en
"The problem is, before this all happened I was playing on two indoor soccer teams and one outdoor. I had a flag foo… https://t.co/1eKGBiAQqB",en
Did you know that the Zero range is available in LHD as well as RHD.... Visit our website to see what other options… https://t.co/qO24kYbB8K,en
RT @GonzaRotta: Hoy 21:30hs por TyC Sports especial de Marcelo Gallardo. De nada ✋,es
"RT @SBNation: The fifth major sport is back in our lives. 

""The Challenge""

https://t.co/kpdxC56C6j",en
Ok but how do some girls go to the gym in cute sports bras and leggings do a killer workout and look photo shoot re… https://t.co/CKcIQsOgqP,en
"@nekojarashi0715 contemporary使ってる人が言ってた
sportsはそんな気にならん",ja
"RT @JenksNBCS: Since we don't have any sports, here's a play-by-play of me walking our 15 year-old basset hound. Hint: She's SLOW https://t…",en
"RT @WarriorNationCP: President Donald Trump is meeting with all major-league sports commissioners on Saturday. #NFL
https://t.co/Q5lrdcsC6h",en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
RT @CashMuny_36: I can 99% guarantee you any “sports” twitter account with a Lamar Jackson avi was not a Ravens fan before 2018 and some of…,en
"@richardcobbett @Bhaal_Spawn I love the one for Street Sports Baseball, because that's the look of a man who just b… https://t.co/WnddU9kGEQ",en
RT @oilersyyc: Today would have been the final Battle of Alberta of the year before the start of the playoffs. :( #letsgooilers #flames #nh…,en
"RT @marcushjohnson: Starting to think we legit might be inside the house until like October. No sports, no school, no restaurants. I hate T…",en
RT @Reuters: Global sports editor @ossianshine and correspondent @karolosgrohmann breakdown the postponement of the 2020 Games – and the cr…,en
"RT @aaronbronsteter: President Trump will host a conference call with the heads of most major sports leagues/entities today, which includes…",en
No sports moment topped this for me. https://t.co/uQhU5fCIKI,en
RT @CBSSports: A message from your friends at CBS Sports https://t.co/PIyvhcStdz,en
"RT @Naperville_Sun: ‘I am still hopeful’: Yale recruit Matthew Appel eyes state titles in the discus and shot put for Neuqua Valley, via Ke…",en
RT @CBSSports: A message from your friends at CBS Sports https://t.co/PIyvhcStdz,en
RT @CBSSports: A message from your friends at CBS Sports https://t.co/PIyvhcStdz,en
"RT @FOXSportsPR: It’s time to rally.
 
Here’s the game plan: be a team player and do your part. Wash your hands, stay home and stay safe.…",en
President Trump to have conference call with major sports commissioners https://t.co/ptx34P93tu https://t.co/NK5iyqsabV,en
President Trump Plans Conference Call With All Sports Commissioners https://t.co/GtK772W3iL via @fishsports,en
"RT @BreitbartNews: The Patriots team plane is being used to transport 1.2 million N95 masks from China, to the United States. https://t.co/…",en
RT @CBSSports: A message from your friends at CBS Sports https://t.co/PIyvhcStdz,en
RT @UNIMensRugby: Check out @UNIMensRugby and @Hou_Sabercats Paul Emerick on the Moonlight Graham sports podcast this season! #BornInTheWoo…,en
RT @MMcCarthyREV: Good news. MLB and NHL Networks will pay their freelancers through April 2020 at least. The two sports networks had previ…,en
"RT @WarriorNationCP: President Donald Trump is meeting with all major-league sports commissioners on Saturday. #NFL
https://t.co/Q5lrdcsC6h",en
"@Slindelo_M Sli, you're  posing like you're about to take an indirect free-kick...are you giving us today's sports update?",en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
"RT @espn: We miss sports. 

So we improvised 😂 https://t.co/I8wjJFhBKF",en
@robwoollard_afp @_PaulHayward @GlennMoore7 It’s funny watching sports people figure out how private equity works.… https://t.co/pnYMoIGFLy,en
"RT @EHSBoysXC: EMHS GIRLS TRACK AND FIELD PICTURE OF THE DAY:
Brandi and McKenna warming up for a race at ECHS. https://t.co/1mvzGU51cR",en
RT @TomLoy247: CBS Sports Draft Insider Josh Edwards (@EdwardsCBS) shares some thoughts on a few #NotreDame players ahead of this month’s N…,en
WATCH: Fans and Football – Georgia vs. Auburn 2019 | Bulldawg Illustrated https://t.co/Qyw04IvFnp https://t.co/46gVyZx3QT,en
"RT @vaam_official: ＼フォロー＆リツイートで当たる／
[1]@vaam_officialをフォロー
[2]この投稿をリツイート
[3]豪華賞品が当たるチャンス！
#vaam #ヴァーム #スーパーヴァーム #ヴァームダイエット #NintendoSwitch…",ja
RT @CoruscaKhaya: Biggest cheat in sports?,en
"RT @wbrayhs: Texans Top South Texas Basketball https://t.co/vvWKP6DZBA
Congratulations, Jalen &amp; Ryan!
#TEXANPRIDE https://t.co/6WDcH6Gt1T",en
"RT @THEBLACKLABEL_: ‘I AM SOMI’ EP.02 DRIVING MY DREAM CAR! ★드디어 드림카 영접하는 날★

https://t.co/TEr5BKOtDM

DOES SOMI PASS HER DRIVING TEST ON T…",ko
"Why? He probably wants to bribe his way into owning some sort of team, franchise or a full organization by pretendi… https://t.co/jK6poJIRtM",en
"RT @SonySportsIndia: 🥁🥁 Day 2️⃣ answers are out...

How many ✅ did you get?

#SonySports #Quiz #Friday #Friyay #Sports #Trivia #QuarantineA…",en
"Haven’t seen live sports in over 3 weeks haven’t seen my GF in over 3 weeks, Roulette hates the number 24, it’s rou… https://t.co/jJc6JqryVM",en
RT @BCH_HOCKEY: @BostonHeraldHS @HNIBonline @MassHSHockey @MyHockeyLive @sports_ledger @BConn63 @IMHockeyskills @NZPrepHockey @nhl_nz @Coac…,und
"RT @Wangchuk66: If New Delhi is a symbol of development, then Ladakh doesn’t need it!!! 
Air you can't breath, water you can't touch and ne…",en
UVA’s Jocelyn Willoughby Honorable Mention for WBCA All-America Team https://t.co/Uga8IgCRtI,en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
"@vikrantgupta73 Congratulations DDCA:

DDCA is the only Sports Body to pay salary to its employees during the lock… https://t.co/L9KM6WcxOY",en
RT @FirstpostSports: Former world champion @vishy64theking and five other leading Indian players will compete in an online chess exhibition…,en
"RT @PatsNationCP: President Donald Trump is meeting with all major-league sports commissioners on Saturday. #NFL
https://t.co/zKV8DfEGyd",en
"Mais um dia de quarentena e vemos o resultado do @gcasagrande83 de tanto ver reprise da #formulae no FOX Sports, pr… https://t.co/L9IANAtzGN",pt
RT @AnaPaulaSaenzf: 🖤😉 #sports #oufit https://t.co/1wsS40qLye,und
"Meet today’s spring sports seniors feature from girls lacrosse, Grace Belden, who has learned how teamwork makes th… https://t.co/wDilqJ9pHM",en
"RT @EHSBoysXC: EMHS BOYS TRACK AND FIELD HISTORY
1983 State Meet:
Kelvin Walker LJ 1st place 25’ 5.25” (State Meet Record)
Brett Beaver
Bri…",en
RT @OmarKelly: I’m told NFL players are being told  the offseason programs won’t happen and that players are to stay in the best shape they…,en
아세나 스포츠 https://t.co/z2Qxpwlbw1  ❤️고고에이전시만의  #^  ASENA sports GOGO!! https://t.co/qIqaz4u06U,ko
@Ccon8181 We are all a different kind of crazy...getting our sports fixes and even betting on them...LMAO. #LoveIt 😎🇺🇸,en
RT @BreitbartNews: Women are leading the charge to put laws in place to protect female athletes from competing against biological male “tra…,en
"RT @usatodaysports: New York Rangers prospect K'Andre Miller was the target of racial slurs during a video chat with fans that was ""hijacke…",en
RT @manacheerleader: RT if you think more sports should have dancers and cheerleaders at half time! &lt;3 https://t.co/pzn48jTXCd,en
@tomfarrimond I've told all lads were training at sports village so I can save travelling and petrol money bud,en
Bring my sports back 😭😭😭😭 https://t.co/WATDX446hT,en
"RT @NilimDutta: Modi held a meeting with 40 top sports person to discuss the situation of the #COVID19 pandemic? 🤣🤣🤣

They are the epidemio…",en
RT @uticaadmissions: Athletics - Utica College has 26 Division III Varsity Sports and 30 Intramural sports. 30% of UC Students are Student…,en
@jemelehill @Danawhite6969 is his guy to and he is still trying to put on fights and he is on sports conference… https://t.co/KiKvhBKw5X,en
@legsidelizzy @DavidMcNally13 @henrywinter An owner who owns other sports club so will likely be losing money durin… https://t.co/yEtDytVmlf,en
@REALLYjRu What we needed some@sports on th TL,en
RT @Amer1Patriot: Bookies offer gamblers bizarre options in world without sports. This is interesting... https://t.co/9qduL9iGe9,en
RT @XHSports: Do not miss the latest sports news!  Subscribe To Xinhua Sports!,en
RT @CardiffUniSport: It’s disappointing at this time of great difficulty and national crisis that vandals have chosen to force entry to our…,en
Here is your daily sports update:,en
RT @TCMIndy: Get your heart pumping💓and your body moving! It's time to get off the couch &amp; do some line hops with our @RileyChildrens Sport…,en
"RT @JeremyMcLellan: Matt Damon, LeBron James, Jeremy McLellan... https://t.co/R2nYcCWMY1",en
"RT @chnews: America Needs Sports, But ... ... Athletics Are Done For This Year ... Unless Leagues, NCAA, Schools Step Up and Lead ASAP - ht…",en
RT @pushsquare: IGN's 'Summer of Gaming' Online Event Suggests PS5 Blowout in June https://t.co/Fxs8rxEAcX #PS5 #Industry https://t.co/YZ5f…,en
"RT @DeporFinanzas: 📲 Most popular sports teams on #facebook during march 2020!

EUROPE ➡ 🥇 @LFC 

AMERICA ➡ 🥇 @Flamengo 

ASIA ➡ 🥇 @persib…",ro
"Having been the only woman in a sports meeting full of men already many many times in my career, I hope Cathy Engel… https://t.co/XvK6el5wDS",en
Can I get the zoom password for all the sports leagues meeting with trump please,en
Please talk to me about sports!!,en
I don’t know why but there’s something sad to me about the Yeezy 350 Desert Sage. It feels like watching a sports d… https://t.co/jfo5trGFyq,en
"@MikeFrancesa Mike, worst sports loss of your life?",en
RT @OregonTradesmen: ICYMI: New Tier III junior hockey team will call @OregonIceArena home https://t.co/Uye4tqjQC5 via @madisondotcom #NA3H…,en
RT @HardballTalk: President Trump to have conference call with major sports commissioners https://t.co/ptx34P93tu https://t.co/NK5iyqsabV,en
"RT @BangBangtan_Esp: [📸] @BTS_twt

Sports Today (prensa coreana) hizo una serie de artículos llamados 'Back to the Star' y lanzó fotos de #…",es
"સમયસર લેવામાં આવેલો 21 દિવસના લોકડાઉનનો નિર્ણય સારો છે: ચેતેશ્વર પુજારા
https://t.co/cHaqqCp2NV",gu
"@DavidLimbaugh Sports are suspended for God sakes. 

That's the first social thing people connect on.",en
Virgin are pausing payments for skysports and bt sports. https://t.co/xnGgZaHY4U,en
RT @sportsrage: breaking news - my sources tell me sports leagues would like to play .,en
"RT @iplaycornhole: “Will the ACL save live sports during the quarantine? One can only hope”
https://t.co/YVqlRWogNt",en
"Only 8 more weeks to teams take the fields at Boombah Sports Complex for the Cap Classic® Florida!

If that isn't s… https://t.co/2flb7ZkacL",en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
Juan Rico Academy sports are suspended till further notice,en
RT @mgrant76308: Women are leading the charge to put laws in place to protect female athletes from competing against biological male “trans…,en
RT @TheoVon: Without sports ESPN just a Dave and Busters live,en
RT @SportsNation: ... ne- ... need ... sports https://t.co/8DpjV8ohj3,en
"Canada TRV - For Sports and Athlete:
Subsection 88(1) of the Immigration and Refugee Protection Regulations (IRPR)… https://t.co/bU4Hc6oYYj",en
The once and future Oilers: how the Bakersfield Condors shape up for 2020-21 https://t.co/6OROOko89S,en
"@ColoradoDavidSu Do the major league sports business want money from taxpayers?  I hope not, we can't afford them.",en
"RT @marcushjohnson: Starting to think we legit might be inside the house until like October. No sports, no school, no restaurants. I hate T…",en
"RT @le_Parisien: Coronavirus : «L’Afrique n’est pas un laboratoire», s’insurge Didier Drogba après la polémique sur LCI https://t.co/SixjfN…",fr
"RT @mitchokonta: Nigerian Club edition of pay cuts because of the Coronavirus pandemic ..

The letter was signed by a former Chairman, Hous…",en
"RT @TomVargheseJr: For the record:
If you resume sports without any ability to widely test, trace, treat and isolate every possible #COVID1…",en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
RT @mgrant76308: Women are leading the charge to put laws in place to protect female athletes from competing against biological male “trans…,en
"RT @SeaTimesSports: Did you miss our live chat with @bcondotta, @stonelarry, @ryandivish, @matt_calkins and @mikevorel? Catch the replay he…",en
RT @CBSSports: A message from your friends at CBS Sports https://t.co/PIyvhcStdz,en
"1.  Having newscasts with Phil""s ridiculous and sometimes controversial banter after sports (Don Cherry)
2. Subtle… https://t.co/1DqwuP8XZZ",en
Falcons Lose Out on Ex-Cowboys’ Edge to a Coin Flip? https://t.co/L6RLOJWkpi https://t.co/Pfh4ethocy,en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
Sounds like a big day for the sports world.. https://t.co/mP7lVHkEb2,en
Maybe I can get used to this and not be a sports fan anymore https://t.co/pOFRrZVkK9,en
RT @Cuntosaur: Please bring back sports so men can stop trying to be entertaining. I’m begging.,en
RT @republic: KL Rahul urges citizens to 'light up' on Sunday &amp; 'throw virus off our pitch' https://t.co/OkFaefSTrl,en
"RT @HMeemaw: I see worldometer now indicates how many tests each country has done. The U.S. population is 331,000,000 people and has done 1…",en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
"RT @startelegram: Southlake Carroll receiver, featured on SportsCenter’s top 10, commits to Minnesota https://t.co/ubFxKjIt29",en
"RT @akfytwrestling: Brock didn’t show up much to #Raw in 2019? World is fine. 

Brock shows up to every Raw in 2020? PANDEMIC. 

Coincidenc…",en
RT @Krisplashed: I spent Thursday driving to many of New York City’s iconic basketball courts: The rims have come down and barricades have…,en
RT @blakesmustache: Check out the replies to tweet below. Many accounts that don’t follow me flocked in to say “lmao yes.” This is a variet…,en
"RT @shuhey_9: https://t.co/xpcUN88mnJ

反響すごい！！！
太志も素敵やわ😆
マイケル、、、🤔🤔🤔
@futo_shi_2 
@g_leitch",ja
If they cancel the NBA season they better cancel all other non factors sports boy I’m 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🤬🤬🤬🤬🤬🤬🤬,en
"RT @Stephen_Lucas8: . @realDonaldTrump will hold a phone meeting today will all commissioners. 

Are we getting good or bad news?😅
https://…",en
"RT @KaiKentOfficial: 【明日はスカパー!無料の日】
明日朝9時〜EXスポーツ&amp;バラエティ609chで甲斐犬人～遮二無二ＧＯ！～#9［和歌山一人旅シリーズpart1］サゴジョブ前編が初回放送されます!
是非ご覧下さいね〜😀
https://t.co/WlCLK…",ja
"RT @JeffGSpursZone: Welp, Spurs fans..... and then there's this.....😬😬😬😬👇👇

REPORT: NBA 'angling' to cancel 2019-20 season https://t.co/TKi…",en
@Leemarhaspoken @godkeye I was so skinny back then if I ran too fast back then my games pants would be falling off.… https://t.co/p2r499WkRE,en
RT @J4Javan_17: Y'all remember infant/primary school when they used to give Milo at sports ?? Why the hell did they do that shit ?? 😂,en
"RT @mydogisadem: Why?
He should get on damn phone with everyone who can help make healthcare workers safe with PPE and everything that is n…",en
